product_name,product_price,Description,Tags,stock_status,SKU,product_catagory
Tangela,£130.00,"Tangela’s vines snap off easily if they are grabbed. This happens without pain, allowing it to make a quick getaway. The lost vines are replaced by newly grown vines the very next day.","['Chlorophyll', 'tangela', 'Vine']",91 in stock,3530,"Categories: Pokemon, Vine"
Kangaskhan,£128.00,"If you come across a young Kangaskhan playing by itself, you must never disturb it or attempt to catch it. The baby Pokémon’s parent is sure to be in the area, and it will become violently enraged at you.","['Early Bird', 'kangaskhan', 'Parent']",35 in stock,7268,"Categories: Parent, Pokemon"
Horsea,£185.00,"If Horsea senses danger, it will reflexively spray a dense black ink from its mouth and try to escape. This Pokémon swims by cleverly flapping the fin on its back.","['Dragon', 'horsea', 'Swift Swim']",88 in stock,1885,"Categories: Dragon, Pokemon"
Seadra,£168.00,"Seadra generates whirlpools by spinning its body. The whirlpools are strong enough to swallow even fishing boats. This Pokémon weakens prey with these currents, then swallows it whole.","['Dragon', 'Poison Point', 'seadra']",45 in stock,2148,"Categories: Dragon, Pokemon"
Goldeen,£84.00,"Goldeen loves swimming wild and free in rivers and ponds. If one of these Pokémon is placed in an aquarium, it will shatter even the thickest glass with one ram of its horn and make its escape.","['goldeen', 'Goldfish', 'Swift Swim']",117 in stock,3144,"Categories: Goldfish, Pokemon"
Seaking,£182.00,Seaking is very protective of its eggs. The male and female will take turns patrolling around their nest and eggs. The guarding of eggs by these Pokémon goes on for over a month.,"['Goldfish', 'seaking', 'Swift Swim']",226 in stock,9260,"Categories: Goldfish, Pokemon"
Staryu,£156.00,"Staryu apparently communicates with the stars in the night sky by flashing the red core at the center of its body. If parts of its body are torn, this Pokémon simply regenerates the missing pieces and limbs.","['Natural Cure', 'Star Shape', 'staryu']",292 in stock,7802,"Categories: Pokemon, Star Shape"
Starmie,£55.00,Starmie swims through water by spinning its star-shaped body as if it were a propeller on a ship. The core at the center of this Pokémon’s body glows in seven colors.,"['Mysterious', 'Natural Cure', 'starmie']",283 in stock,7984,"Categories: Mysterious, Pokemon"
Mr-mime,£87.00,"Mr. Mime is a master of pantomime. Its gestures and motions convince watchers that something unseeable actually exists. Once the watchers are convinced, the unseeable thing exists as if it were real.","['Barrier', 'mr-mime', 'Soundproof']",105 in stock,9469,"Categories: Barrier, Pokemon"
Scyther,£133.00,"Scyther is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms. This Pokémon’s scythes are so effective, they can slice through thick logs in one wicked stroke.","['Mantis', 'scyther', 'Swarm']",139 in stock,5181,"Categories: Mantis, Pokemon"
Jynx,£73.00,"Jynx walks rhythmically, swaying and shaking its hips as if it were dancing. Its motions are so bouncingly alluring, people seeing it are compelled to shake their hips without giving any thought to what they are doing.","['Human Shape', 'jynx', 'Oblivious']",197 in stock,1615,"Categories: Human Shape, Pokemon"
Electabuzz,£162.00,"When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods.","['electabuzz', 'Electric', 'Static']",63 in stock,7699,"Categories: Electric, Pokemon"
Magmar,£73.00,"In battle, Magmar blows out intensely hot flames from all over its body to intimidate its opponent. This Pokémon’s fiery bursts create heat waves that ignite grass and trees in its surroundings.","['Flame Body', 'magmar', 'Spitfire']",16 in stock,8655,"Categories: Pokemon, Spitfire"
Pinsir,£76.00,"Pinsir has a pair of massive horns. Protruding from the surface of these horns are thorns. These thorns are driven deeply into the foe’s body when the pincer closes, making it tough for the foe to escape.","['Hyper Cutter', 'pinsir', 'Stag Beetle']",29 in stock,2091,"Categories: Pokemon, Stag Beetle"
Tauros,£130.00,"This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself.","['Intimidate', 'tauros', 'Wild Bull']",298 in stock,2149,"Categories: Pokemon, Wild Bull"
Magikarp,£162.00,"Magikarp is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy Pokémon that can survive in any body of water no matter how polluted it is.","['Fish', 'magikarp', 'Swift Swim']",126 in stock,6706,"Categories: Fish, Pokemon"
Gyarados,£60.00,"Once Gyarados goes on a rampage, its ferociously violent blood doesn’t calm until it has burned everything down. There are records of this Pokémon’s rampages lasting a whole month.","['Atrocious', 'gyarados', 'Intimidate']",100 in stock,9629,"Categories: Atrocious, Pokemon"
Lapras,£185.00,"People have driven Lapras almost to the point of extinction. In the evenings, this Pokémon is said to sing plaintively as it seeks what few others of its kind still remain.","['lapras', 'Transport', 'Water Absorb']",89 in stock,7759,"Categories: Pokemon, Transport"
Ditto,£148.00,"Ditto rearranges its cell structure to transform itself into other shapes. However, if it tries to transform itself into something by relying on its memory, this Pokémon manages to get details wrong.","['ditto', 'Limber', 'Transform']",177 in stock,5061,"Categories: Pokemon, Transform"
Eevee,£48.00,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.,"['eevee', 'Evolution', 'Run Away']",234 in stock,3593,"Categories: Evolution, Pokemon"
Vaporeon,£148.00,Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water.,"['Bubble Jet', 'vaporeon', 'Water Absorb']",226 in stock,5437,"Categories: Bubble Jet, Pokemon"
Jolteon,£159.00,"Jolteon’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles.","['jolteon', 'Lightning', 'Volt Absorb']",37 in stock,4119,"Categories: Lightning, Pokemon"
Flareon,£128.00,"Flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon’s body temperature can rise to a maximum of 1,650 degrees Fahrenheit.","['Flame', 'flareon', 'Flash Fire']",142 in stock,8149,"Categories: Flame, Pokemon"
Porygon,£159.00,Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokémon is copy protected so it cannot be duplicated by copying.,"['porygon', 'Trace', 'Virtual']",156 in stock,7940,"Categories: Pokemon, Virtual"
Omanyte,£168.00,"Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell.","['omanyte', 'Shell Armor', 'Spiral']",13 in stock,4569,"Categories: Pokemon, Spiral"
Omastar,£148.00,"Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous.","['omastar', 'Shell Armor', 'Spiral']",249 in stock,3283,"Categories: Pokemon, Spiral"
Kabuto,£123.00,"Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years.","['kabuto', 'Shellfish', 'Swift Swim']",187 in stock,9584,"Categories: Pokemon, Shellfish"
Kabutops,£105.00,Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs.,"['kabutops', 'Shellfish', 'Swift Swim']",228 in stock,4736,"Categories: Pokemon, Shellfish"
Aerodactyl,£76.00,Aerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times.,"['aerodactyl', 'Fossil', 'Rock Head']",257 in stock,1801,"Categories: Fossil, Pokemon"
Snorlax,£185.00,Snorlax’s typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its expansive belly as a place to play.,"['Sleeping', 'snorlax', 'Thick Fat']",260 in stock,9883,"Categories: Pokemon, Sleeping"
Articuno,£25.00,"Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall.","['articuno', 'Freeze', 'Pressure']",101 in stock,6040,"Categories: Freeze, Pokemon"
Zapdos,£168.00,Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds. The Pokémon gains power if it is stricken by lightning bolts.,"['Electric', 'Pressure', 'zapdos']",265 in stock,7213,"Categories: Electric, Pokemon"
Moltres,£55.00,"Moltres is a legendary bird Pokémon that has the ability to control fire. If this Pokémon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself.","['Flame', 'moltres', 'Pressure']",208 in stock,2571,"Categories: Flame, Pokemon"
Dratini,£148.00,Dratini continually molts and sloughs off its old skin. It does so because the life energy within its body steadily builds to reach uncontrollable levels.,"['Dragon', 'dratini', 'Shed Skin']",275 in stock,2799,"Categories: Dragon, Pokemon"
Dragonair,£48.00,Dragonair stores an enormous amount of energy inside its body. It is said to alter weather conditions in its vicinity by discharging energy from the crystals on its neck and tail.,"['Dragon', 'dragonair', 'Shed Skin']",119 in stock,5641,"Categories: Dragon, Pokemon"
Dragonite,£156.00,Dragonite is capable of circling the globe in just 16 hours. It is a kindhearted Pokémon that leads lost and foundering ships in a storm to the safety of land.,"['Dragon', 'dragonite', 'Inner Focus']",127 in stock,9175,"Categories: Dragon, Pokemon"
Mewtwo,£84.00,"Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon’s body, they failed to endow Mewtwo with a compassionate heart.","['Genetic', 'mewtwo', 'Pressure']",78 in stock,4630,"Categories: Genetic, Pokemon"
Mew,£55.00,"Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people.","['mew', 'New Species', 'Synchronize']",152 in stock,4382,"Categories: New Species, Pokemon"
Chikorita,£159.00,"In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around.","['chikorita', 'Leaf', 'Overgrow']",98 in stock,2657,"Categories: Leaf, Pokemon"
Bayleef,£130.00,Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.,"['bayleef', 'Leaf', 'Overgrow']",299 in stock,1272,"Categories: Leaf, Pokemon"
Meganium,£165.00,"The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit.","['Herb', 'meganium', 'Overgrow']",71 in stock,5778,"Categories: Herb, Pokemon"
Cyndaquil,£159.00,"Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion.","['Blaze', 'cyndaquil', 'Fire Mouse']",184 in stock,3987,"Categories: Fire Mouse, Pokemon"
Quilava,£148.00,Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.,"['Blaze', 'quilava', 'Volcano']",263 in stock,6999,"Categories: Pokemon, Volcano"
